index	count
378	21
379	21
380	18
381	21
382	27
383	14
384	19
385	19
386	16
387	19
388	25
389	24
390	17
391	22
392	20
393	21
394	18
395	17
396	19
397	18
398	19
399	15
400	22
401	24
402	21
403	24
404	18
405	15
406	19
407	22
408	19
409	20
410	17
411	17
412	22
413	17
414	27
415	24
416	22
417	22
418	24
419	19
420	22
421	22
422	21
423	19
424	25
425	17
426	24
427	23
428	19
429	26
430	28
431	20
432	21
433	27
434	20
435	18
436	20
437	22
438	17
439	23
440	18
441	14
442	14
443	19
444	24
445	21
446	22
447	15
448	22
449	17
450	21
451	22
452	22
453	21
454	25
455	24
456	13
457	23
458	25
459	21
460	18
461	25
462	30
463	15
464	23
465	18
466	18
467	23
468	19
469	20
470	22
471	19
472	17
473	20
474	19
475	20
476	23
477	21
478	18
479	17
480	18
481	24
482	14
483	20
484	22
485	18
486	23
487	19
488	23
489	24
490	29
491	24
492	19
493	20
494	13
495	16
496	29
497	23
498	20
499	25
500	21
501	20
502	18
503	15
504	22
505	28
506	21
507	17
508	13
509	22
510	19
511	20
512	13
513	27
514	23
515	21
516	16
517	20
518	22
519	18
520	21
521	23
522	23
523	15
524	17
525	18
526	23
527	18
528	19
529	15
530	23
531	23
532	21
533	31
534	18
535	19
536	18
537	15
538	18
539	24
540	25
541	24
542	22
543	22
544	19
545	24
546	21
547	19
548	26
549	14
550	17
551	21
552	23
553	26
554	18
555	17
556	22
557	22
558	21
559	17
560	24
561	21
562	20
563	21
564	25
565	20
566	21
567	23
568	18
569	24
570	22
571	19
572	15
573	26
574	19
575	22
576	18
577	26
578	25
579	24
580	25
581	17
582	22
583	20
584	20
585	17
586	22
587	22
588	25
589	14
590	22
591	22
592	24
593	27
594	15
595	21
596	23
597	20
598	17
599	21
600	21
601	21
602	16
603	26
604	14
605	16
606	23
607	23
608	18
609	22
610	24
611	14
612	15
613	21
614	19
615	18
616	21
617	24
618	20
619	19
620	28
621	22
622	19
623	23
624	24
625	28
626	16
627	12
628	17
629	21
630	20
631	25
632	17
633	21
634	23
635	19
636	26
637	15
638	24
639	11
640	22
641	17
642	19
643	31
644	23
645	18
646	16
647	19
648	21
649	17
650	19
651	22
652	18
653	19
654	15
655	22
656	21
657	18
658	16
659	19
660	23
661	29
662	19
663	22
664	14
665	13
666	16
667	18
668	17
669	17
670	22
671	24
672	17
673	17
674	18
675	19
676	27
677	22
678	20
679	19
680	20
681	15
682	20
683	16
684	20
685	20
686	18
687	27
688	23
689	21
690	24
691	22
692	23
693	26
694	17
695	21
696	16
697	21
698	23
699	19
700	21
701	21
702	26
703	19
704	20
705	17
706	18
707	20
708	18
709	23
710	27
711	15
712	23
713	19
714	19
715	18
716	27
717	20
718	23
719	23
720	17
721	23
722	18
723	20
724	22
725	18
726	25
727	23
728	16
729	14
730	22
731	17
732	20
733	20
734	18
735	21
736	20
737	23
738	30
739	23
740	28
741	19
742	18
743	21
744	20
745	16
746	22
747	20
748	19
749	22
750	21
751	17
752	20
753	21
754	24
755	26
756	19
757	20
758	14
759	23
760	23
761	22
762	23
763	17
764	18
765	18
766	23
767	18
768	23
769	24
770	19
771	18
772	18
773	24
774	16
775	19
776	18
777	19
778	30
779	27
780	29
781	18
782	21
783	24
784	24
785	18
786	18
787	18
788	24
789	16
790	18
791	25
792	26
793	23
794	25
795	20
796	18
797	21
798	21
799	13
800	23
801	21
802	18
803	21
804	17
805	19
806	17
807	14
808	23
809	19
810	15
811	25
812	20
813	22
814	16
815	25
816	19
817	15
818	17
819	15
820	18
821	23
822	25
823	20
824	23
825	21
826	22
827	18
828	22
829	26
830	23
831	24
832	20
833	28
834	23
835	19
836	25
837	17
838	18
839	26
840	21
841	23
842	17
843	22
844	21
845	28
846	16
847	20
848	17
849	24
850	23
851	21
852	21
853	19
854	27
855	18
856	13
857	22
858	12
859	15
860	17
861	20
862	15
863	19
864	20
865	18
866	25
867	13
868	20
869	20
870	19
871	24
872	20
873	14
874	17
875	20
876	16
877	12
878	17
879	26
880	21
881	21
882	26
883	25
884	24
885	20
886	20
887	21
888	19
889	24
890	18
891	19
892	18
893	17
894	15
895	21
896	23
897	25
898	21
899	22
900	24
901	26
902	18
903	21
904	16
905	20
906	17
907	25
908	14
909	24
910	18
911	16
912	19
913	20
914	17
915	23
916	28
917	26
918	22
919	20
920	21
921	20
922	13
923	16
924	25
925	15
926	23
927	20
928	19
929	22
930	21
931	29
932	22
933	22
934	21
935	23
936	20
937	22
938	15
939	23
940	19
941	19
942	15
943	29
944	20
945	19
946	18
947	24
948	19
949	26
950	22
951	20
952	19
953	20
954	23
955	24
956	22
957	22
958	29
959	18
960	22
961	24
962	24
963	23
964	21
965	22
966	22
967	20
968	19
969	16
970	23
971	20
972	21
973	18
974	21
975	16
976	21
977	15
978	15
979	22
980	19
981	17
982	22
983	21
984	24
985	18
986	25
987	25
988	15
989	18
990	23
991	18
992	26
993	21
994	16
995	24
996	20
997	18
998	22
999	19
