geneID	symbol	descr	num_hek	num_sy5y	num_cell_lines	cell_lines	hcip_cutoff_sy5y	bait
10962	MLLT11	myeloid/lymphoid or mixed-lineage leukemia; translocated to, 11	1	0	1	h	NA	ECH1
4131	MAP1B	microtubule associated protein 1B	1	0	1	h	NA	ECH1
79576	NKAP	NFKB activating protein	1	0	1	h	NA	ECH1
57690	TNRC6C	trinucleotide repeat containing 6C	1	0	1	h	NA	ECH1
81567	TXNDC5	thioredoxin domain containing 5	1	1	2	b	90	ECH1
7415	VCP	valosin containing protein	0	1	1	s	90	ECH1
338785	KRT79	keratin 79	1	0	1	h	NA	ECH1
1891	ECH1	enoyl-CoA hydratase 1	1	1	2	bait	95	ECH1
7965	AIMP2	aminoacyl tRNA synthetase complex interacting multifunctional protein 2	1	0	1	h	NA	ECH1
51429	SNX9	sorting nexin 9	1	0	1	h	NA	ECH1
79590	MRPL24	mitochondrial ribosomal protein L24	1	0	1	h	NA	ECH1
2079	ERH	enhancer of rudimentary homolog (Drosophila)	0	1	1	s	90	ECH1
4201	MEA1	male-enhanced antigen 1	1	0	1	h	NA	ECH1
91754	NEK9	NIMA related kinase 9	0	1	1	s	90	ECH1
200316	APOBEC3F	apolipoprotein B mRNA editing enzyme catalytic subunit 3F	1	0	1	h	NA	ECH1
10985	GCN1L1	GCN1, eIF2 alpha kinase activator homolog	1	0	1	h	NA	ECH1
7417	VDAC2	voltage dependent anion channel 2	1	0	1	h	NA	ECH1
8826	IQGAP1	IQ motif containing GTPase activating protein 1	1	0	1	h	NA	ECH1
5499	PPP1CA	protein phosphatase 1 catalytic subunit alpha	0	1	1	s	95	ECH1
11260	XPOT	exportin for tRNA	1	0	1	h	NA	ECH1
348262	FAM195B	MAPK regulated corepressor interacting protein 1	0	1	1	s	90	ECH1
