GO_ID	GO_name	num_seed_genes	num_total_seed_genes	num_genes_genespace	LOD	p_value	p_adjust	seed_gene_symbols	seed_gene_IDs
GO:0006283	transcription-coupled nucleotide-excision repair	14	252	74	1.25440673744	1.45762985949e-12	0	GTF2H1,POLR2C,POLR2A,POLR2B,POLR2G,POLR2H,POLR2D,POLR2I,POLR2J,GTF2H4,POLR2K,COPS8,ERCC3,COPS3	2965,5432,5430,5431,5436,5437,5433,5438,5439,2968,5440,10920,2071,8533
GO:0006891	intra-Golgi vesicle-mediated transport	6	252	32	1.25095826913	4.46493950753e-06	0.009	COPB1,COPB2,COPG2,RGPD5,COPE,COPZ1	1315,9276,26958,84220,11316,22818
GO:0006458	'de novo' protein folding	9	252	50	1.2259203801	2.49057136722e-08	0	TUBA1C,PFDN4,VBP1,PFDN6,TUBB4A,TUBB3,TUBB6,TUBB1,PFDN5	84790,5203,7411,10471,10382,10381,84617,81027,5204
GO:0006368	transcription elongation from RNA polymerase II promoter	12	252	78	1.14510999083	7.44768696111e-10	0	GTF2H1,POLR2C,POLR2A,POLR2B,POLR2G,POLR2H,POLR2D,POLR2I,POLR2J,GTF2H4,POLR2K,ERCC3	2965,5432,5430,5431,5436,5437,5433,5438,5439,2968,5440,2071
GO:0046782	regulation of viral transcription	12	252	79	1.13860356031	8.67474834099e-10	0	GTF2H1,POLR2C,POLR2A,POLR2B,POLR2G,POLR2H,POLR2D,POLR2I,POLR2K,GTF2H4,POLR2J,ERCC3	2965,5432,5430,5431,5436,5437,5433,5438,5440,2968,5439,2071
GO:0061695	transferase complex, transferring phosphorus-containing groups	19	252	135	1.10634168622	3.87691266898e-14	0	GTF2H1,POLR2C,POLR2A,POLR2B,PHKA2,POLR2H,PHKG2,POLR2D,POLR2I,POLR2J,GTF2H4,RPAP2,VAC14,POLR2M,PIK3R1,POLR2G,ERCC3,POLR2K,URI1	2965,5432,5430,5431,5256,5437,5261,5433,5438,5439,2968,79871,55697,81488,5295,5436,2071,5440,8725
GO:0006901	vesicle coating	11	252	82	1.07548983873	1.70851219627e-08	0	COPB1,COPA,COPB2,SEC16A,TMED10,COPE,TFG,COPZ1,ARCN1,SEC24A,COPG1	1315,1314,9276,9919,10972,11316,10342,22818,372,10802,22820
GO:0006289	nucleotide-excision repair	14	252	107	1.06454805318	2.59139780768e-10	0	GTF2H1,POLR2C,POLR2A,POLR2B,POLR2G,POLR2H,POLR2D,POLR2I,POLR2J,GTF2H4,POLR2K,COPS8,ERCC3,COPS3	2965,5432,5430,5431,5436,5437,5433,5438,5439,2968,5440,10920,2071,8533
GO:1903902	positive regulation of viral life cycle	13	252	102	1.05078260606	1.59421224179e-09	0	GTF2H1,POLR2C,POLR2A,POLR2B,POLR2G,POLR2H,POLR2D,VPS4B,POLR2I,POLR2J,GTF2H4,POLR2K,ERCC3	2965,5432,5430,5431,5436,5437,5433,9525,5438,5439,2968,5440,2071
GO:0035019	somatic stem cell population maintenance	9	252	72	1.0406605191	6.49065291183e-07	0	POLR2C,POLR2D,POLR2A,POLR2B,POLR2G,POLR2H,POLR2I,POLR2J,POLR2K	5432,5433,5430,5431,5436,5437,5438,5439,5440
GO:0048524	positive regulation of viral process	13	252	108	1.02245624346	3.26096023763e-09	0	GTF2H1,POLR2C,POLR2A,POLR2B,POLR2G,POLR2H,POLR2D,VPS4B,POLR2I,POLR2J,GTF2H4,POLR2K,ERCC3	2965,5432,5430,5431,5436,5437,5433,9525,5438,5439,2968,5440,2071
GO:0071826	ribonucleoprotein complex subunit organization	17	252	147	1.00601518959	2.25036530714e-11	0	EIF3M,C1QBP,KLC1,PLD6,EIF3K,EIF3L,EIF3C,KIF5B,EIF3A,EIF3B,ATXN2,EIF3D,EIF3F,EIF3G,EIF3H,EIF3I,EIF3E	10480,708,3831,201164,27335,51386,8663,3799,8661,8662,6311,8664,8665,8666,8667,8668,3646
GO:0006354	DNA-templated transcription, elongation	12	252	105	0.996463366623	2.40503941688e-08	0	GTF2H1,POLR2C,POLR2A,POLR2B,POLR2G,POLR2H,POLR2D,POLR2I,POLR2J,GTF2H4,POLR2K,ERCC3	2965,5432,5430,5431,5436,5437,5433,5438,5439,2968,5440,2071
GO:0005814	centriole	10	252	92	0.971771300235	5.80791196012e-07	0	CEP104,CEP55,NIN,CEP290,CCP110,PCM1,HERC2,NEURL4,CEP170,WDR62	9731,55165,51199,80184,9738,5108,8924,84461,9859,284403
GO:0031047	gene silencing by RNA	13	252	121	0.966713317927	1.32487805283e-08	0	POLR2C,POLR2D,POLR2A,POLR2B,POLR2G,POLR2H,PLD6,POLR2I,POLR2J,POLR2K,SEH1L,NUP153,XPO5	5432,5433,5430,5431,5436,5437,201164,5438,5439,5440,81929,9972,57510
GO:0005200	structural constituent of cytoskeleton	10	252	96	0.951111834056	8.65566597766e-07	0.001	CCDC6,TUBA1C,KRT19,SPTAN1,KRT6B,TUBB4A,TUBB3,TUBB6,TUBB1,SPTBN1	8030,84790,3880,6709,3854,10382,10381,84617,81027,6711
GO:0022618	ribonucleoprotein complex assembly	14	252	138	0.93943514478	7.67017857245e-09	0	EIF3M,C1QBP,EIF3L,EIF3C,EIF3K,EIF3A,EIF3B,ATXN2,EIF3D,EIF3F,EIF3G,EIF3H,EIF3I,EIF3E	10480,708,51386,8663,27335,8661,8662,6311,8664,8665,8666,8667,8668,3646
GO:0030705	cytoskeleton-dependent intracellular transport	9	252	92	0.921261532136	5.20799802584e-06	0.011	SNAPIN,KIF5B,KLC1,SSX2IP,UXT,PCM1,COPG1,NME7,TUBA1C	23557,3799,3831,117178,8409,5108,22820,29922,84790
GO:0044450	microtubule organizing center part	12	252	126	0.907958069007	1.85610731109e-07	0	CEP104,CEP55,AKAP9,NIN,CEP290,CCP110,SSX2IP,PCM1,HERC2,NEURL4,CEP170,WDR62	9731,55165,10142,51199,80184,9738,117178,5108,8924,84461,9859,284403
GO:0048193	Golgi vesicle transport	22	252	243	0.892491272141	3.50807055057e-12	0	TFG,COPZ1,TMED10,RER1,SEC16A,RGPD5,VCP,SPTBN1,COPB1,COPA,COPB2,COPG2,COMMD1,COPE,COPG1,SORT1,FTH1,MYO5A,CCDC22,SEC24A,ARCN1,FTL	10342,22818,10972,11079,9919,84220,7415,6711,1315,1314,9276,26958,150684,11316,22820,6272,2495,4644,28952,10802,372,2512
GO:0019827	stem cell population maintenance	13	252	145	0.879342154453	1.16278044249e-07	0	POLR2C,POLR2D,POLR2A,POLR2B,POLR2G,POLR2H,POLR2K,POLR2I,POLR2J,NKAP,PCM1,ASPM,CTNNB1	5432,5433,5430,5431,5436,5437,5440,5438,5439,79576,5108,259266,1499
GO:0098727	maintenance of cell number	13	252	146	0.876052373941	1.26088903208e-07	0	POLR2C,POLR2D,POLR2A,POLR2B,POLR2G,POLR2H,POLR2K,POLR2I,POLR2J,NKAP,PCM1,ASPM,CTNNB1	5432,5433,5430,5431,5436,5437,5440,5438,5439,79576,5108,259266,1499
GO:0043902	positive regulation of multi-organism process	14	252	164	0.856433615623	6.98172367481e-08	0	GTF2H1,POLR2C,POLR2A,POLR2B,C1QBP,POLR2H,POLR2D,VPS4B,POLR2I,POLR2J,GTF2H4,POLR2K,POLR2G,ERCC3	2965,5432,5430,5431,708,5437,5433,9525,5438,5439,2968,5440,5436,2071
GO:0016458	gene silencing	13	252	153	0.853686525433	2.18310680329e-07	0	POLR2C,POLR2D,POLR2A,POLR2B,POLR2G,POLR2H,PLD6,POLR2I,POLR2J,POLR2K,SEH1L,NUP153,XPO5	5432,5433,5430,5431,5436,5437,201164,5438,5439,5440,81929,9972,57510
GO:0034248	regulation of cellular amide metabolic process	23	252	295	0.82202001487	2.41580112679e-11	0	C1QBP,PPP1CA,TMED10,EIF4G1,CLU,USP16,ATXN2,EIF3M,EIF3L,RPS27L,MAPKAPK5,LARS,EIF3E,GCN1,EIF3A,EIF3B,EIF3C,EIF3D,EIF3F,EIF3G,EIF3H,EIF3I,EIF3K	708,5499,10972,1981,1191,10600,6311,10480,51386,51065,8550,51520,3646,10985,8661,8662,8663,8664,8665,8666,8667,8668,27335
GO:0006417	regulation of translation	21	252	271	0.816721632781	2.06761326489e-10	0	MAPKAPK5,EIF3I,EIF3M,C1QBP,EIF4G1,GCN1,EIF3K,EIF3L,EIF3C,EIF3B,EIF3A,LARS,USP16,ATXN2,EIF3D,PPP1CA,EIF3G,EIF3H,RPS27L,EIF3E,EIF3F	8550,8668,10480,708,1981,10985,27335,51386,8663,8662,8661,51520,10600,6311,8664,5499,8666,8667,51065,3646,8665
GO:1903900	regulation of viral life cycle	14	252	182	0.806930480274	2.54877487919e-07	0	GTF2H1,POLR2C,POLR2A,POLR2B,POLR2G,POLR2H,POLR2D,VPS4B,POLR2I,POLR2J,GTF2H4,POLR2K,ERCC3,APOBEC3F	2965,5432,5430,5431,5436,5437,5433,9525,5438,5439,2968,5440,2071,200316
GO:0050792	regulation of viral process	14	252	191	0.784111995979	4.59811961685e-07	0	GTF2H1,POLR2C,POLR2A,POLR2B,POLR2G,POLR2H,POLR2D,VPS4B,POLR2I,POLR2J,GTF2H4,POLR2K,ERCC3,APOBEC3F	2965,5432,5430,5431,5436,5437,5433,9525,5438,5439,2968,5440,2071,200316
GO:0007018	microtubule-based movement	12	252	166	0.776859265907	3.55835261633e-06	0.005	KIF22,SNAPIN,KIF5B,KLC1,CENPE,MAP4,SSX2IP,UXT,PCM1,COPG1,NME7,KTN1	3835,23557,3799,3831,1062,4134,117178,8409,5108,22820,29922,3895
GO:0016050	vesicle organization	14	252	194	0.776759778312	5.55527654014e-07	0	COPA,COPB1,SORT1,COPB2,SEC16A,VPS4B,TMED10,SNAPIN,COPE,TFG,COPZ1,ARCN1,SEC24A,COPG1	1314,1315,6272,9276,9919,9525,10972,23557,11316,10342,22818,372,10802,22820
GO:0006457	protein folding	13	252	182	0.77148487232	1.59192531486e-06	0.002	FKBP5,PEX19,CLU,PFDN5,DNAJC7,PFDN4,VBP1,PFDN6,TUBB4A,TUBB3,TUBB6,TUBB1,TUBA1C	2289,5824,1191,5204,7266,5203,7411,10471,10382,10381,84617,81027,84790
GO:0051656	establishment of organelle localization	13	252	198	0.731919393576	4.05820792891e-06	0.007	KIF22,SNAPIN,KIF5B,VPS4B,CENPE,MAP4,MYO5A,SEH1L,UXT,ESPL1,CTNNB1,SYNE2,COPG1	3835,23557,3799,9525,1062,4134,4644,81929,8409,9700,1499,23224,22820
GO:0043903	regulation of symbiosis, encompassing mutualism through parasitism	14	252	215	0.728448005011	1.89908210829e-06	0.002	GTF2H1,POLR2C,POLR2A,POLR2B,POLR2G,POLR2H,POLR2D,VPS4B,POLR2I,POLR2J,GTF2H4,POLR2K,ERCC3,APOBEC3F	2965,5432,5430,5431,5436,5437,5433,9525,5438,5439,2968,5440,2071,200316
GO:0007017	microtubule-based process	27	252	429	0.725313649307	5.85714173341e-11	0	AKAP9,CCP110,UXT,SNAPIN,TUBB4A,TUBB3,TUBA1C,ASPM,KIF5B,LMNA,SSX2IP,TUBB6,TUBB1,KTN1,KIF22,KLC1,SEH1L,PCM1,ESPL1,NIN,KIF20A,COPG1,FLNA,CENPE,MAP4,WDR62,NME7	10142,9738,8409,23557,10382,10381,84790,259266,3799,4000,117178,84617,81027,3895,3835,3831,81929,5108,9700,51199,10112,22820,2316,1062,4134,284403,29922
GO:0051640	organelle localization	16	252	265	0.694248702049	9.5000407341e-07	0.002	ASPM,KIF22,SNAPIN,KIF5B,VPS4B,CENPE,MAP4,MYO5A,SEH1L,UXT,PCM1,NIN,ESPL1,CTNNB1,SYNE2,COPG1	259266,3835,23557,3799,9525,1062,4134,4644,81929,8409,5108,51199,9700,1499,23224,22820
GO:0005198	structural molecule activity	32	252	559	0.687038601585	1.04743997096e-11	0	AKAP9,CCDC6,KRT19,SPTAN1,SMARCD1,TUBB4A,TUBB3,KRT36,LMNA,KRT6B,NUP153,KRT79,TUBB6,SPTBN1,TUBB1,KRT75,COPB1,COPA,TUBA1C,COPB2,COPG2,JUP,CTNNA1,COPE,COPG1,KRT33B,SEMG1,SEMG2,MAP4,EIF3A,EIF3B,CHCHD3	10142,8030,3880,6709,6602,10382,10381,8689,4000,3854,9972,338785,84617,6711,81027,9119,1315,1314,84790,9276,26958,3728,1495,11316,22820,3884,6406,6407,4134,8661,8662,54927
GO:0006413	translational initiation	13	252	219	0.684829177628	1.21074241067e-05	0.035	EIF3M,EIF4G1,EIF3L,EIF3K,EIF3A,EIF3B,EIF3C,EIF3D,EIF3F,EIF3G,EIF3H,EIF3I,EIF3E	10480,1981,51386,27335,8661,8662,8663,8664,8665,8666,8667,8668,3646
GO:0010608	posttranscriptional regulation of gene expression	22	252	390	0.66780877917	2.78576603159e-08	0	C1QBP,PPP1CA,SET,EIF4G1,USP16,ATXN2,EIF3M,EIF3L,RPS27L,MAPKAPK5,LARS,EIF3E,GCN1,EIF3A,EIF3B,EIF3C,EIF3D,EIF3F,EIF3G,EIF3H,EIF3I,EIF3K	708,5499,6418,1981,10600,6311,10480,51386,51065,8550,51520,3646,10985,8661,8662,8663,8664,8665,8666,8667,8668,27335
GO:0043234	protein complex	134	252	3688	0.662059798126	2.88623227475e-31	0	GTF2H1,XPO5,GTF2H4,PELP1,SNAPIN,EIF3E,PPP1CB,KIF5B,PEX19,SSX2IP,SNX6,POLR2M,RANGAP1,KIF22,COPB1,COPA,KLC1,COPB2,LCP1,KIF5C,SEH1L,CTNNA1,HLA-E,CTNNB1,COPS3,KIF20A,DBNL,PHKG2,UCHL5,VAC14,FLNA,CENPE,FTH1,RPAP2,MYO5A,SAMM50,ARCN1,CHCHD3,SEC24A,GNAS,SMARCA2,MAP4,TTC37,PPP1CA,CEP170,KRT36,WDR59,PHKA2,HPS6,COPS8,ATP6V1A,ERCC3,TUBB1,CEP290,COMMD1,AIMP1,ARID1A,IMMT,CEP97,WDR24,URI1,WWOX,AKAP9,CCP110,TOMM22,TEX10,SMARCD1,SMARCD2,TUBB4A,TUBB3,COPE,DPF3,SNX2,POLR2C,POLR2D,POLR2A,POLR2B,POLR2G,POLR2H,EIF4G1,POLR2I,POLR2J,KRT6B,IQGAP1,NUP153,KRT79,TUBB6,TCHP,APOBEC3F,VDAC2,VCP,PCM1,JUP,HPS5,KRT33B,SEMG1,KRT19,EIF3A,EIF3B,EIF3C,EIF3D,EIF3F,EIF3G,EIF3H,EIF3I,EIF3K,FTL,PIK3R1,SKIV2L,USMG5,PFDN6,COPZ1,SYNE2,ARID1B,SET,LMNA,HLA-A,HLA-C,HPS3,EIF3M,KRT75,TUBA1C,MIOS,COPG2,EIF3L,TMED10,PFDN5,NIN,GTF3C2,COPG1,UBE3A,POLR2K,CLU,SPTLC2	2965,57510,2968,27043,23557,3646,5500,3799,5824,117178,58533,81488,5905,3835,1315,1314,3831,9276,3936,3800,81929,1495,3133,1499,8533,10112,28988,5261,51377,55697,2316,1062,2495,79871,4644,25813,372,54927,10802,2778,6595,4134,9652,5499,9859,8689,79726,5256,79803,10920,523,2071,81027,80184,150684,9255,8289,10989,79598,84219,8725,51741,10142,9738,56993,54881,6602,6603,10382,10381,11316,8110,6643,5432,5433,5430,5431,5436,5437,1981,5438,5439,3854,8826,9972,338785,84617,84260,200316,7417,7415,5108,3728,11234,3884,6406,3880,8661,8662,8663,8664,8665,8666,8667,8668,27335,2512,5295,6499,84833,10471,22818,23224,57492,6418,4000,3105,3107,84343,10480,9119,84790,54468,26958,51386,10972,5204,51199,2976,22820,7337,5440,1191,9517
GO:0000226	microtubule cytoskeleton organization	14	252	255	0.648825322244	1.35846659877e-05	0.035	ASPM,AKAP9,NIN,FLNA,CENPE,MAP4,WDR62,SEH1L,UXT,PCM1,LMNA,ESPL1,TUBB1,KIF20A	259266,10142,51199,2316,1062,4134,284403,81929,8409,5108,4000,9700,81027,10112
GO:0006281	DNA repair	23	252	452	0.620546139251	8.78467706149e-08	0	GTF2H1,MUS81,GTF2H4,EME1,POLR2C,POLR2D,POLR2A,POLR2B,POLR2G,POLR2H,WDR48,POLR2I,POLR2J,APBB1,HERC2,VCP,RPS27L,ERCC3,KIF22,COPS3,UCHL5,POLR2K,COPS8	2965,80198,2968,146956,5432,5433,5430,5431,5436,5437,57599,5438,5439,322,8924,7415,51065,2071,3835,8533,51377,5440,10920
GO:1990234	transferase complex	25	252	508	0.607044831358	4.4917725195e-08	0	GTF2H1,PIK3R1,GTF2H4,VAC14,PPP1CA,PPP1CB,POLR2C,POLR2D,POLR2A,POLR2B,PHKA2,POLR2H,POLR2I,POLR2J,POLR2M,ERCC3,COMMD1,TEX10,POLR2G,PHKG2,PELP1,POLR2K,RPAP2,SPTLC2,URI1	2965,5295,2968,55697,5499,5500,5432,5433,5430,5431,5256,5437,5438,5439,81488,2071,150684,54881,5436,5261,27043,5440,79871,9517,8725
GO:1902582	single-organism intracellular transport	46	252	997	0.60420243994	4.51222708874e-13	0	SNAPIN,UBE2O,TOMM22,AUP1,SLC25A12,UXT,TFG,COPZ1,SNX2,TUBA1C,TMED10,RER1,KIF5B,PEX19,SEC16A,XPOT,SSX2IP,SNX6,SLC25A10,XPO5,PIKFYVE,COPG1,RGPD5,COPB1,COPA,KLC1,COPB2,COPG2,VPS4B,COMMD1,VCP,PCM1,COPE,SPTBN1,SORT1,FLNA,FTH1,MYO5A,SAMM50,LMNA,CCDC22,FTL,ARCN1,PIK3R1,NME7,SEC24A	23557,63893,56993,550,8604,8409,10342,22818,6643,84790,10972,11079,3799,5824,9919,11260,117178,58533,1468,57510,200576,22820,84220,1315,1314,3831,9276,26958,9525,150684,7415,5108,11316,6711,6272,2316,2495,4644,25813,4000,28952,2512,372,5295,29922,10802
