index	count
289	105
290	100
291	79
292	95
293	94
294	105
295	89
296	99
297	95
298	103
299	84
300	87
301	87
302	92
303	94
304	97
305	90
306	97
307	98
308	90
309	91
310	106
311	91
312	93
313	98
314	92
315	81
316	91
317	101
318	103
319	110
320	102
321	99
322	101
323	99
324	93
325	87
326	72
327	97
328	89
329	105
330	109
331	109
332	100
333	93
334	99
335	99
336	101
337	96
338	79
339	87
340	91
341	89
342	102
343	85
344	98
345	89
346	92
347	97
348	111
349	100
350	92
351	108
352	103
353	103
354	95
355	99
356	88
357	94
358	102
359	94
360	101
361	105
362	97
363	99
364	90
365	89
366	89
367	109
368	94
369	106
370	96
371	87
372	91
373	89
374	79
375	86
376	90
377	101
378	94
379	99
380	106
381	91
382	101
383	85
384	98
385	95
386	67
387	98
388	100
389	95
390	95
391	90
392	93
393	109
394	78
395	94
396	88
397	90
398	101
399	97
400	98
401	86
402	101
403	92
404	94
405	86
406	100
407	90
408	94
409	94
410	93
411	87
412	98
413	87
414	111
415	91
416	105
417	98
418	92
419	105
420	94
421	87
422	98
423	92
424	100
425	91
426	92
427	87
428	87
429	91
430	97
431	92
432	103
433	102
434	97
435	96
436	88
437	99
438	85
439	84
440	102
441	90
442	83
443	92
444	96
445	89
446	98
447	88
448	94
449	98
450	88
451	95
452	97
453	92
454	102
455	100
456	79
457	92
458	95
459	85
460	76
461	100
462	92
463	96
464	89
465	100
466	99
467	109
468	87
469	99
470	95
471	94
472	92
473	97
474	83
475	97
476	84
477	89
478	85
479	92
480	91
481	102
482	94
483	99
484	99
485	111
486	90
487	93
488	96
489	97
490	111
491	96
492	92
493	85
494	99
495	90
496	106
497	103
498	90
499	108
500	103
501	101
502	92
503	103
504	93
505	109
506	101
507	90
508	85
509	95
510	95
511	92
512	95
513	91
514	102
515	82
516	90
517	96
518	90
519	91
520	90
521	106
522	92
523	85
524	92
525	72
526	94
527	91
528	92
529	87
530	89
531	96
532	95
533	104
534	97
535	104
536	90
537	100
538	80
539	97
540	99
541	96
542	90
543	98
544	95
545	102
546	96
547	105
548	97
549	91
550	85
551	89
552	98
553	106
554	96
555	80
556	91
557	96
558	94
559	84
560	109
561	91
562	103
563	101
564	97
565	81
566	94
567	97
568	96
569	110
570	85
571	90
572	78
573	99
574	87
575	87
576	88
577	104
578	105
579	110
580	93
581	91
582	99
583	101
584	111
585	85
586	90
587	110
588	92
589	98
590	85
591	97
592	99
593	100
594	95
595	95
596	95
597	92
598	89
599	88
600	92
601	94
602	98
603	97
604	85
605	95
606	97
607	102
608	102
609	81
610	108
611	92
612	95
613	95
614	98
615	91
616	86
617	98
618	90
619	75
620	113
621	96
622	94
623	93
624	98
625	101
626	74
627	93
628	94
629	89
630	104
631	102
632	91
633	83
634	90
635	85
636	85
637	95
638	104
639	85
640	106
641	77
642	95
643	99
644	100
645	98
646	89
647	94
648	88
649	91
650	98
651	77
652	82
653	93
654	90
655	94
656	92
657	89
658	103
659	97
660	100
661	93
662	88
663	103
664	71
665	86
666	73
667	89
668	92
669	98
670	101
671	93
672	91
673	87
674	97
675	88
676	96
677	103
678	91
679	84
680	86
681	69
682	81
683	106
684	95
685	109
686	86
687	109
688	101
689	99
690	97
691	94
692	90
693	98
694	103
695	91
696	94
697	85
698	97
699	100
700	90
701	86
702	97
703	90
704	93
705	105
706	87
707	85
708	85
709	84
710	95
711	97
712	99
713	99
714	104
715	93
716	97
717	86
718	93
719	101
720	98
721	98
722	88
723	94
724	111
725	87
726	105
727	83
728	87
729	78
730	98
731	82
732	86
733	103
734	92
735	88
736	94
737	93
738	110
739	87
740	102
741	96
742	89
743	98
744	86
745	94
746	97
747	86
748	94
749	85
750	102
751	87
752	92
753	109
754	97
755	102
756	100
757	94
758	83
759	92
760	89
761	92
762	97
763	92
764	103
765	88
766	104
767	84
768	91
769	89
770	91
771	95
772	92
773	106
774	97
775	94
776	82
777	95
778	99
779	98
780	102
781	89
782	111
783	93
784	88
785	89
786	93
787	86
788	92
789	87
790	91
791	96
792	85
793	104
794	92
795	104
796	102
797	96
798	95
799	91
800	96
801	91
802	76
803	94
804	82
805	86
806	95
807	87
808	109
809	96
810	89
811	88
812	104
813	93
814	86
815	103
816	90
817	82
818	86
819	80
820	90
821	95
822	113
823	97
824	102
825	92
826	104
827	98
828	92
829	96
830	111
831	91
832	104
833	94
834	102
835	89
836	103
837	87
838	99
839	101
840	98
841	109
842	82
843	92
844	105
845	102
846	97
847	87
848	91
849	118
850	97
851	88
852	90
853	87
854	95
855	79
856	86
857	92
858	73
859	88
860	88
861	92
862	80
863	97
864	91
865	102
866	85
867	83
868	103
869	93
870	95
871	93
872	92
873	98
874	110
875	96
876	90
877	84
878	80
879	95
880	93
881	91
882	88
883	96
884	103
885	102
886	102
887	97
888	98
889	81
890	85
891	97
892	90
893	87
894	87
895	106
896	114
897	100
898	95
899	88
900	100
901	108
902	88
903	96
904	98
905	85
906	82
907	99
908	96
909	115
910	90
911	74
912	89
913	100
914	89
915	90
916	96
917	90
918	101
919	93
920	107
921	96
922	86
923	93
924	98
925	90
926	90
927	84
928	106
929	100
930	97
931	108
932	106
933	100
934	94
935	103
936	104
937	79
938	98
939	90
940	95
941	102
942	85
943	95
944	96
945	84
946	87
947	98
948	95
949	110
950	109
951	92
952	105
953	87
954	112
955	100
956	100
957	96
958	105
959	91
960	103
961	105
962	88
963	87
964	108
965	101
966	94
967	79
968	95
969	86
970	88
971	88
972	98
973	94
974	95
975	83
976	100
977	79
978	99
979	100
980	94
981	92
982	100
983	99
984	91
985	94
986	91
987	103
988	93
989	101
990	96
991	99
992	100
993	93
994	77
995	103
996	93
997	89
998	104
999	99
