index	count
627	33
628	46
629	38
630	42
631	34
632	43
633	38
634	33
635	40
636	39
637	39
638	40
639	41
640	40
641	40
642	37
643	42
644	38
645	42
646	37
647	37
648	39
649	39
650	36
651	37
652	35
653	39
654	41
655	38
656	37
657	41
658	43
659	41
660	42
661	38
662	36
663	45
664	33
665	39
666	41
667	38
668	37
669	39
670	39
671	37
672	40
673	40
674	42
675	39
676	41
677	38
678	41
679	39
680	43
681	34
682	36
683	38
684	42
685	38
686	38
687	40
688	38
689	36
690	40
691	43
692	36
693	42
694	41
695	38
696	42
697	37
698	41
699	40
700	36
701	40
702	37
703	39
704	44
705	40
706	40
707	39
708	42
709	39
710	42
711	37
712	42
713	44
714	42
715	44
716	41
717	41
718	44
719	41
720	40
721	44
722	41
723	43
724	40
725	39
726	41
727	43
728	36
729	38
730	39
731	38
732	38
733	44
734	45
735	40
736	42
737	41
738	46
739	34
740	43
741	39
742	40
743	44
744	40
745	38
746	42
747	38
748	38
749	39
750	43
751	42
752	36
753	43
754	37
755	41
756	43
757	39
758	40
759	43
760	38
761	38
762	39
763	40
764	45
765	40
766	47
767	32
768	41
769	40
770	42
771	41
772	39
773	41
774	40
775	42
776	34
777	39
778	36
779	34
780	42
781	34
782	35
783	39
784	41
785	37
786	43
787	41
788	36
789	36
790	40
791	39
792	42
793	40
794	46
795	38
796	41
797	37
798	40
799	42
800	42
801	36
802	39
803	38
804	37
805	38
806	42
807	39
808	42
809	40
810	40
811	36
812	43
813	41
814	40
815	41
816	39
817	36
818	41
819	43
820	37
821	40
822	44
823	39
824	42
825	38
826	46
827	43
828	36
829	37
830	41
831	44
832	44
833	39
834	40
835	42
836	45
837	46
838	39
839	41
840	41
841	43
842	35
843	40
844	42
845	44
846	43
847	40
848	43
849	42
850	38
851	35
852	41
853	40
854	41
855	38
856	39
857	40
858	38
859	42
860	37
861	42
862	38
863	41
864	43
865	40
866	39
867	41
868	43
869	43
870	41
871	35
872	38
873	39
874	41
875	40
876	33
877	39
878	37
879	37
880	38
881	37
882	41
883	42
884	39
885	44
886	44
887	40
888	37
889	38
890	38
891	41
892	37
893	41
894	39
895	39
896	40
897	39
898	40
899	38
900	40
901	41
902	42
903	38
904	45
905	36
906	34
907	41
908	39
909	44
910	40
911	34
912	35
913	43
914	38
915	38
916	38
917	41
918	41
919	39
920	41
921	37
922	32
923	39
924	44
925	36
926	39
927	44
928	42
929	45
930	45
931	39
932	42
933	42
934	39
935	39
936	45
937	39
938	41
939	45
940	39
941	41
942	39
943	43
944	40
945	35
946	38
947	39
948	41
949	40
950	41
951	41
952	42
953	39
954	46
955	40
956	42
957	42
958	44
959	39
960	47
961	45
962	42
963	41
964	40
965	36
966	42
967	33
968	35
969	43
970	40
971	41
972	45
973	43
974	36
975	39
976	43
977	39
978	40
979	42
980	41
981	44
982	43
983	35
984	42
985	42
986	43
987	43
988	41
989	37
990	41
991	45
992	44
993	39
994	39
995	45
996	40
997	37
998	42
999	39
