GO_ID	GO_name	num_seed_genes	num_total_seed_genes	num_genes_genespace	LOD	p_value	p_adjust	seed_gene_symbols	seed_gene_IDs
GO:0044822	poly(A) RNA binding	19	84	1150	0.649884570426	9.16489185125e-07	0.003	RPSA,UCHL5,HIST1H4A,ZNF106,EIF3C,RPL21,PSMD4,CCT4,RAN,RPL17,PEG10,EIF3D,EIF4A1,EIF3E,RPL29,RBM14,RPS26,HIST1H1E,KTN1	3921,51377,8359,64397,8663,6144,5710,10575,5901,6139,23089,8664,1973,3646,6159,10432,6231,3008,3895
GO:1901575	organic substance catabolic process	21	84	1329	0.638083944912	4.45820273056e-07	0.003	UBE3A,RPSA,RPS4Y1,GLUD1,UCHL5,BCKDK,EIF4A1,USP14,RPL21,PSMD4,USP9Y,USP16,RPL17,RAD23B,ECI2,EIF3E,RPL29,CALM1,RPS26,ECH1,DERA	7337,3921,6192,2746,51377,10295,1973,9097,6144,5710,8287,10600,6139,5887,10455,3646,6159,801,6231,1891,51071
GO:0044430	cytoskeletal part	19	84	1326	0.582570408114	7.4458152512e-06	0.019	ERCC6L2,HERC2,MAP9,TUBB2B,CCP110,CEP97,KRT72,OBSL1,KRT6B,RAN,MAP7D1,NEURL4,CEP170,CCT4,CALM1,KRT36,CENPF,MTUS1,MID1IP1	375748,8924,79884,347733,9738,79598,140807,23363,3854,5901,55700,84461,9859,10575,801,8689,1063,57509,58526
GO:0009056	catabolic process	21	84	1580	0.555333002184	7.12126408328e-06	0.019	UBE3A,RPSA,RPS4Y1,GLUD1,UCHL5,BCKDK,EIF4A1,USP14,RPL21,PSMD4,USP9Y,USP16,RPL17,RAD23B,ECI2,EIF3E,RPL29,CALM1,RPS26,ECH1,DERA	7337,3921,6192,2746,51377,10295,1973,9097,6144,5710,8287,10600,6139,5887,10455,3646,6159,801,6231,1891,51071
GO:0032991	macromolecular complex	44	84	4298	0.55349055439	1.07953633961e-08	0	GTF2H1,RPSA,MAP9,BCKDK,CCP110,USP14,KRT72,OBSL1,RAD23B,RPL29,CCT4,RBM14,HIST1H1E,KRT36,KDM2A,TUBB2B,CEP170,HLA-B,KRT6B,RAN,SUGT1,TXNL1,RPL21,HIST1H4A,HIST1H2AB,EIF3E,EIF4A1,UBE3A,MCM6,RPL17,MID1IP1,UCHL5,MCM4,CENPF,EIF3C,FTH1,PSMD4,CEP97,EIF3D,RPS4Y1,MTUS1,CALM1,RPS26,UBE3C	2965,3921,79884,10295,9738,9097,140807,23363,5887,6159,10575,10432,3008,8689,22992,347733,9859,3106,3854,5901,10910,9352,6144,8359,8335,3646,1973,7337,4175,6139,58526,51377,4173,1063,8663,2495,5710,79598,8664,6192,57509,801,6231,9690
GO:0003723	RNA binding	20	84	1513	0.548371625019	1.34819985997e-05	0.037	RPSA,UCHL5,HIST1H4A,ZNF106,EIF3C,RPL21,PSMD4,CCT4,RAN,RPL17,PEG10,EIF3D,EIF4A1,RPS4Y1,EIF3E,RPL29,RBM14,RPS26,HIST1H1E,KTN1	3921,51377,8359,64397,8663,6144,5710,10575,5901,6139,23089,8664,1973,6192,3646,6159,10432,6231,3008,3895
GO:0044424	intracellular part	75	84	12661	0.542060708027	1.68839161579e-05	0.043	GTF2H1,RPSA,MAP9,ACTBL2,CCP110,USP14,SLC25A12,OBSL1,PTPN2,PEG10,RAD23B,ECI2,RPL29,CCT4,RBM14,HIST1H1E,SCO2,EIF3C,SLC25A1,KDM2A,TUBB2B,CEP170,HLA-B,USP16,ECH1,BCKDK,KRT6B,RAN,MAP7D1,SUGT1,GLUD1,HERC2,HIST1H4A,HIF1AN,KTN1,ERCC6L2,TXNL1,RPS4Y1,ZFAND6,ZNF106,ZFAND5,RPL21,POTEF,USP9Y,MAPKAPK5,KRT72,HIST1H2AB,LARS,EIF3E,EIF4A1,MID1IP1,UBE3A,MCM6,RPL17,KRT36,MAPK6,UCHL5,MCM4,PHB,CENPF,HIST1H2BK,FTH1,MTAP,PSMD4,PIP,CEP97,EIF3D,VASP,NEURL4,ATXN10,MTUS1,CALM1,RPS26,UBE3C,DERA	2965,3921,79884,345651,9738,9097,8604,23363,5771,23089,5887,10455,6159,10575,10432,3008,9997,8663,6576,22992,347733,9859,3106,10600,1891,10295,3854,5901,55700,10910,2746,8924,8359,55662,3895,375748,9352,6192,54469,64397,7763,6144,728378,8287,8550,140807,8335,51520,3646,1973,58526,7337,4175,6139,8689,5597,51377,4173,5245,1063,85236,2495,4507,5710,5304,79598,8664,7408,84461,25814,57509,801,6231,9690,51071
GO:0043234	protein complex	37	84	3688	0.494809331173	6.82521500637e-07	0.003	GTF2H1,MAP9,BCKDK,CCP110,USP14,KRT72,OBSL1,RAD23B,CEP170,CCT4,RBM14,HIST1H1E,KRT36,TUBB2B,HLA-B,KRT6B,CEP97,SUGT1,TXNL1,HIST1H4A,HIST1H2AB,EIF3E,EIF4A1,UBE3A,MCM6,MID1IP1,UCHL5,MCM4,CENPF,FTH1,PSMD4,RAN,EIF3C,EIF3D,MTUS1,CALM1,UBE3C	2965,79884,10295,9738,9097,140807,23363,5887,9859,10575,10432,3008,8689,347733,3106,3854,79598,10910,9352,8359,8335,3646,1973,7337,4175,58526,51377,4173,1063,2495,5710,5901,8663,8664,57509,801,9690
GO:0043226	organelle	66	84	9870	0.483276395313	3.03858994303e-06	0.012	BOLA2,ACTBL2,CCP110,USP14,SLC25A12,OBSL1,PTPN2,RPSA,RAD23B,ECI2,RPL21,PEG10,CCT4,RBM14,HIST1H1E,SCO2,KRT36,SLC25A1,KDM2A,TUBB2B,CEP170,HLA-B,TIMP2,USP16,ECH1,BCKDK,KRT6B,RAN,MAP7D1,SUGT1,GLUD1,HERC2,KTN1,ERCC6L2,TXNL1,RPS4Y1,ZNF106,LCN1,POTEF,HIST1H4A,MTAP,KRT72,HIST1H2AB,LARS,EIF3E,EIF4A1,MID1IP1,UBE3A,MCM6,RPL17,MAPK6,UCHL5,MCM4,PHB,CENPF,HIST1H2BK,FTH1,PIP,CEP97,VASP,NEURL4,MTUS1,CALM1,RPS26,UBE3C,DERA	552900,345651,9738,9097,8604,23363,5771,3921,5887,10455,6144,23089,10575,10432,3008,9997,8689,6576,22992,347733,9859,3106,7077,10600,1891,10295,3854,5901,55700,10910,2746,8924,3895,375748,9352,6192,64397,3933,728378,8359,4507,140807,8335,51520,3646,1973,58526,7337,4175,6139,5597,51377,4173,5245,1063,85236,2495,5304,79598,7408,84461,57509,801,6231,9690,51071
GO:0070062	extracellular exosome	29	84	2735	0.480571214191	7.19841345676e-06	0.019	RPSA,ACTBL2,FTH1,USP14,KRT72,BOLA2,CCT4,KRT36,ECH1,SLC25A1,HLA-B,TIMP2,HIST1H1E,KRT6B,RAN,TXNL1,LCN1,POTEF,HIST1H4A,MTAP,HIST1H2AB,EIF3E,EIF4A1,PHB,PIP,VASP,CALM1,RPS26,DERA	3921,345651,2495,9097,140807,552900,10575,8689,1891,6576,3106,7077,3008,3854,5901,9352,3933,728378,8359,4507,8335,3646,1973,5245,5304,7408,801,6231,51071
GO:0065010	extracellular membrane-bounded organelle	29	84	2735	0.480571214191	7.19841345676e-06	0.019	RPSA,ACTBL2,FTH1,USP14,KRT72,BOLA2,CCT4,KRT36,ECH1,SLC25A1,HLA-B,TIMP2,HIST1H1E,KRT6B,RAN,TXNL1,LCN1,POTEF,HIST1H4A,MTAP,HIST1H2AB,EIF3E,EIF4A1,PHB,PIP,VASP,CALM1,RPS26,DERA	3921,345651,2495,9097,140807,552900,10575,8689,1891,6576,3106,7077,3008,3854,5901,9352,3933,728378,8359,4507,8335,3646,1973,5245,5304,7408,801,6231,51071
GO:1903561	extracellular vesicle	29	84	2748	0.478123355841	7.9107447965e-06	0.023	RPSA,ACTBL2,FTH1,USP14,KRT72,BOLA2,CCT4,KRT36,ECH1,SLC25A1,HLA-B,TIMP2,HIST1H1E,KRT6B,RAN,TXNL1,LCN1,POTEF,HIST1H4A,MTAP,HIST1H2AB,EIF3E,EIF4A1,PHB,PIP,VASP,CALM1,RPS26,DERA	3921,345651,2495,9097,140807,552900,10575,8689,1891,6576,3106,7077,3008,3854,5901,9352,3933,728378,8359,4507,8335,3646,1973,5245,5304,7408,801,6231,51071
GO:0043230	extracellular organelle	29	84	2748	0.478123355841	7.9107447965e-06	0.023	RPSA,ACTBL2,FTH1,USP14,KRT72,BOLA2,CCT4,KRT36,ECH1,SLC25A1,HLA-B,TIMP2,HIST1H1E,KRT6B,RAN,TXNL1,LCN1,POTEF,HIST1H4A,MTAP,HIST1H2AB,EIF3E,EIF4A1,PHB,PIP,VASP,CALM1,RPS26,DERA	3921,345651,2495,9097,140807,552900,10575,8689,1891,6576,3106,7077,3008,3854,5901,9352,3933,728378,8359,4507,8335,3646,1973,5245,5304,7408,801,6231,51071
GO:0044267	cellular protein metabolic process	31	84	3106	0.45895667607	1.05277131407e-05	0.029	GTF2H1,RPSA,BCKDK,USP14,RPL21,CCT4,RBM14,RPL29,KDM2A,TUBB2B,USP16,HERC2,HIF1AN,USP9Y,MAPKAPK5,PTPN2,EIF3E,UBE3A,RPL17,UCHL5,MAPK6,HIST1H4A,PHB,EIF4A1,PSMD4,EIF3C,EIF3D,RPS4Y1,CALM1,RPS26,UBE3C	2965,3921,10295,9097,6144,10575,10432,6159,22992,347733,10600,8924,55662,8287,8550,5771,3646,7337,6139,51377,5597,8359,5245,1973,5710,8663,8664,6192,801,6231,9690
GO:0043229	intracellular organelle	58	84	8395	0.412613099623	1.81783299871e-05	0.046	RPSA,ACTBL2,CCP110,USP14,SLC25A12,OBSL1,PTPN2,PEG10,RAD23B,ECI2,RPL21,CCT4,RBM14,HIST1H1E,SCO2,SLC25A1,KDM2A,TUBB2B,CEP170,HLA-B,ECH1,BCKDK,USP16,RAN,MAP7D1,SUGT1,GLUD1,HERC2,KTN1,ERCC6L2,TXNL1,RPS4Y1,ZNF106,HIST1H4A,MTAP,HIST1H2AB,LARS,EIF3E,MID1IP1,UBE3A,MCM6,RPL17,UCHL5,MAPK6,MCM4,PHB,CENPF,HIST1H2BK,FTH1,PIP,CEP97,VASP,NEURL4,MTUS1,CALM1,RPS26,UBE3C,DERA	3921,345651,9738,9097,8604,23363,5771,23089,5887,10455,6144,10575,10432,3008,9997,6576,22992,347733,9859,3106,1891,10295,10600,5901,55700,10910,2746,8924,3895,375748,9352,6192,64397,8359,4507,8335,51520,3646,58526,7337,4175,6139,51377,5597,4173,5245,1063,85236,2495,5304,79598,7408,84461,57509,801,6231,9690,51071
