index	count
251	85
252	80
253	87
254	89
255	76
256	82
257	83
258	80
259	109
260	85
261	75
262	93
263	76
264	74
265	82
266	94
267	91
268	80
269	81
270	91
271	86
272	80
273	82
274	78
275	78
276	93
277	85
278	88
279	96
280	97
281	84
282	96
283	96
284	88
285	88
286	84
287	94
288	82
289	94
290	93
291	75
292	89
293	87
294	98
295	81
296	88
297	87
298	97
299	81
300	79
301	82
302	82
303	83
304	90
305	84
306	88
307	92
308	81
309	83
310	98
311	88
312	87
313	92
314	80
315	71
316	85
317	92
318	94
319	103
320	90
321	90
322	89
323	94
324	89
325	83
326	66
327	89
328	83
329	100
330	101
331	102
332	95
333	82
334	91
335	95
336	93
337	89
338	75
339	77
340	82
341	85
342	95
343	74
344	87
345	82
346	83
347	87
348	98
349	90
350	85
351	104
352	95
353	93
354	84
355	89
356	81
357	89
358	96
359	79
360	92
361	90
362	91
363	91
364	82
365	80
366	79
367	103
368	86
369	96
370	86
371	80
372	84
373	85
374	72
375	80
376	78
377	94
378	86
379	94
380	101
381	80
382	90
383	80
384	88
385	87
386	63
387	90
388	91
389	83
390	90
391	80
392	85
393	102
394	71
395	89
396	80
397	83
398	92
399	90
400	91
401	77
402	90
403	86
404	85
405	80
406	93
407	83
408	87
409	84
410	87
411	80
412	89
413	80
414	98
415	82
416	96
417	90
418	85
419	99
420	86
421	78
422	88
423	82
424	89
425	86
426	82
427	80
428	80
429	80
430	89
431	84
432	92
433	92
434	89
435	89
436	78
437	91
438	77
439	72
440	93
441	85
442	78
443	84
444	87
445	80
446	87
447	83
448	82
449	92
450	82
451	85
452	89
453	85
454	93
455	93
456	76
457	82
458	85
459	80
460	69
461	88
462	76
463	90
464	80
465	94
466	90
467	102
468	80
469	91
470	87
471	89
472	86
473	88
474	76
475	88
476	74
477	81
478	78
479	85
480	86
481	92
482	88
483	93
484	87
485	103
486	86
487	85
488	89
489	88
490	98
491	87
492	84
493	77
494	94
495	84
496	92
497	93
498	79
499	101
500	97
501	94
502	85
503	99
504	83
505	95
506	92
507	82
508	80
509	86
510	87
511	86
512	90
513	82
514	91
515	73
516	81
517	87
518	83
519	83
520	81
521	96
522	84
523	79
524	88
525	70
526	85
527	83
528	86
529	80
530	79
531	88
532	87
533	90
534	89
535	94
536	85
537	93
538	71
539	87
540	92
541	87
542	82
543	93
544	88
545	91
546	90
547	97
548	90
549	88
550	81
551	81
552	89
553	96
554	88
555	74
556	86
557	88
558	87
559	77
560	96
561	83
562	96
563	91
564	88
565	74
566	85
567	88
568	90
569	101
570	75
571	82
572	72
573	87
574	81
575	76
576	79
577	93
578	99
579	101
580	84
581	83
582	90
583	94
584	101
585	76
586	83
587	99
588	83
589	91
590	79
591	88
592	92
593	91
594	87
595	89
596	85
597	84
598	81
599	76
600	87
601	88
602	93
603	82
604	81
605	90
606	90
607	91
608	96
609	71
610	98
611	88
612	88
613	87
614	92
615	84
616	77
617	89
618	81
619	68
620	104
621	92
622	87
623	85
624	91
625	90
626	69
627	87
628	90
629	80
630	95
631	92
632	86
633	73
634	78
635	76
636	73
637	90
638	95
639	81
640	96
641	69
642	89
643	88
644	91
645	93
646	85
647	87
648	80
649	86
650	92
651	69
652	74
653	89
654	86
655	85
656	82
657	83
658	97
659	88
660	88
661	85
662	79
663	96
664	66
665	82
666	68
667	82
668	84
669	93
670	97
671	84
672	83
673	83
674	88
675	81
676	86
677	94
678	86
679	80
680	82
681	65
682	75
683	100
684	86
685	103
686	81
687	98
688	94
689	91
690	89
691	85
692	82
693	91
694	94
695	82
696	88
697	77
698	90
699	92
700	83
701	78
702	86
703	84
704	86
705	99
706	78
707	78
708	77
709	76
710	85
711	91
712	92
713	90
714	99
715	88
716	86
717	79
718	86
719	92
720	91
721	86
722	83
723	86
724	104
725	79
726	98
727	75
728	81
729	72
730	88
731	76
732	79
733	96
734	85
735	79
736	90
737	84
738	101
739	78
740	91
741	86
742	81
743	90
744	79
745	90
746	87
747	80
748	86
749	75
750	93
751	82
752	81
753	102
754	87
755	92
756	93
757	89
758	79
759	85
760	79
761	85
762	85
763	85
764	97
765	81
766	94
767	74
768	80
769	79
770	82
771	87
772	86
773	96
774	93
775	85
776	75
777	88
778	87
779	87
780	92
781	81
782	104
783	82
784	76
785	78
786	87
787	82
788	82
789	80
790	84
791	86
792	76
793	95
794	82
795	98
796	95
797	88
798	87
799	87
800	86
801	82
802	68
803	86
804	77
805	78
806	88
807	85
808	101
809	88
810	87
811	79
812	96
813	84
814	82
815	96
816	84
817	74
818	82
819	73
820	86
821	85
822	103
823	90
824	93
825	85
826	97
827	90
828	84
829	90
830	103
831	81
832	97
833	79
834	94
835	82
836	95
837	87
838	93
839	92
840	91
841	99
842	76
843	85
844	96
845	92
846	89
847	76
848	83
849	111
850	86
851	79
852	80
853	81
854	85
855	74
856	78
857	82
858	68
859	81
860	80
861	86
862	76
863	87
864	85
865	95
866	76
867	79
868	98
869	84
870	90
871	84
872	85
873	91
874	103
875	87
876	81
877	82
878	74
879	84
880	84
881	81
882	76
883	90
884	93
885	95
886	95
887	87
888	89
889	74
890	78
891	88
892	81
893	80
894	80
895	98
896	101
897	93
898	88
899	78
900	90
901	97
902	84
903	87
904	94
905	77
906	74
907	90
908	92
909	108
910	82
911	68
912	84
913	93
914	85
915	80
916	83
917	81
918	93
919	87
920	98
921	90
922	81
923	89
924	89
925	84
926	83
927	78
928	102
929	90
930	89
931	98
932	101
933	92
934	85
935	93
936	97
937	67
938	95
939	83
940	90
941	96
942	80
943	85
944	86
945	77
946	80
947	88
948	88
949	101
950	105
951	82
952	98
953	81
954	106
955	94
956	91
957	88
958	94
959	86
960	94
961	94
962	76
963	76
964	97
965	88
966	86
967	72
968	88
969	82
970	81
971	81
972	90
973	86
974	85
975	77
976	91
977	72
978	92
979	91
980	88
981	87
982	92
983	92
984	83
985	86
986	81
987	93
988	87
989	90
990	81
991	92
992	94
993	89
994	69
995	96
996	84
997	82
998	91
999	92
