index	count
654	0
655	2
656	0
657	0
658	1
659	1
660	1
661	2
662	1
663	2
664	0
665	1
666	2
667	2
668	1
669	0
670	0
671	0
672	0
673	0
674	0
675	1
676	1
677	1
678	1
679	1
680	0
681	0
682	1
683	1
684	2
685	4
686	1
687	1
688	2
689	0
690	0
691	0
692	1
693	2
694	1
695	0
696	0
697	0
698	2
699	1
700	1
701	0
702	0
703	1
704	0
705	0
706	1
707	2
708	2
709	1
710	2
711	0
712	1
713	2
714	1
715	1
716	1
717	0
718	0
719	2
720	0
721	1
722	0
723	0
724	3
725	0
726	2
727	3
728	0
729	1
730	2
731	0
732	1
733	2
734	1
735	1
736	1
737	2
738	0
739	1
740	2
741	0
742	1
743	0
744	2
745	1
746	4
747	1
748	1
749	1
750	1
751	1
752	1
753	1
754	0
755	2
756	0
757	2
758	0
759	0
760	0
761	1
762	0
763	0
764	2
765	0
766	2
767	0
768	0
769	0
770	0
771	1
772	0
773	1
774	1
775	0
776	2
777	1
778	2
779	1
780	1
781	1
782	0
783	1
784	1
785	2
786	0
787	1
788	4
789	1
790	1
791	0
792	0
793	2
794	1
795	0
796	0
797	0
798	1
799	0
800	1
801	0
802	0
803	1
804	1
805	0
806	1
807	0
808	1
809	2
810	1
811	1
812	0
813	2
814	0
815	1
816	1
817	0
818	1
819	1
820	2
821	2
822	1
823	2
824	0
825	1
826	0
827	0
828	1
829	3
830	1
831	3
832	0
833	2
834	1
835	1
836	1
837	3
838	0
839	1
840	3
841	0
842	0
843	0
844	1
845	2
846	0
847	1
848	0
849	3
850	1
851	2
852	0
853	2
854	2
855	0
856	0
857	0
858	0
859	0
860	0
861	3
862	0
863	0
864	2
865	0
866	3
867	0
868	2
869	1
870	1
871	2
872	1
873	0
874	1
875	0
876	1
877	0
878	1
879	0
880	0
881	0
882	2
883	2
884	1
885	3
886	1
887	1
888	0
889	2
890	0
891	0
892	1
893	1
894	0
895	0
896	1
897	1
898	2
899	1
900	1
901	1
902	1
903	0
904	1
905	0
906	1
907	1
908	0
909	2
910	0
911	1
912	1
913	2
914	1
915	1
916	1
917	3
918	0
919	0
920	0
921	1
922	0
923	0
924	0
925	1
926	1
927	2
928	1
929	1
930	1
931	1
932	2
933	1
934	2
935	0
936	1
937	0
938	2
939	1
940	2
941	0
942	1
943	2
944	1
945	0
946	0
947	3
948	0
949	1
950	0
951	0
952	0
953	0
954	2
955	1
956	1
957	1
958	2
959	1
960	0
961	2
962	0
963	1
964	1
965	0
966	1
967	0
968	1
969	1
970	1
971	0
972	2
973	1
974	1
975	0
976	2
977	0
978	0
979	1
980	0
981	0
982	0
983	0
984	2
985	5
986	1
987	2
988	0
989	1
990	0
991	1
992	0
993	1
994	0
995	1
996	2
997	1
998	1
999	2
