index	count
342	17
343	17
344	17
345	18
346	18
347	19
348	22
349	16
350	19
351	21
352	23
353	19
354	20
355	15
356	16
357	15
358	14
359	22
360	23
361	26
362	20
363	16
364	15
365	19
366	20
367	20
368	29
369	22
370	17
371	16
372	16
373	16
374	18
375	18
376	18
377	19
378	19
379	17
380	14
381	17
382	25
383	14
384	18
385	17
386	13
387	17
388	19
389	24
390	15
391	23
392	18
393	16
394	16
395	19
396	18
397	15
398	19
399	13
400	18
401	21
402	22
403	23
404	17
405	13
406	19
407	25
408	22
409	17
410	19
411	15
412	21
413	16
414	22
415	19
416	22
417	18
418	17
419	17
420	21
421	21
422	20
423	17
424	21
425	17
426	23
427	23
428	15
429	22
430	21
431	19
432	18
433	23
434	18
435	17
436	20
437	21
438	14
439	18
440	16
441	15
442	12
443	16
444	24
445	18
446	16
447	14
448	19
449	18
450	17
451	19
452	16
453	17
454	23
455	24
456	13
457	16
458	21
459	20
460	16
461	21
462	23
463	18
464	20
465	17
466	19
467	19
468	19
469	19
470	16
471	17
472	18
473	15
474	17
475	19
476	22
477	16
478	11
479	18
480	18
481	21
482	9
483	13
484	17
485	16
486	12
487	16
488	21
489	22
490	25
491	24
492	15
493	19
494	12
495	19
496	23
497	20
498	14
499	16
500	18
501	21
502	18
503	14
504	16
505	18
506	22
507	14
508	18
509	22
510	18
511	20
512	11
513	22
514	18
515	20
516	13
517	17
518	18
519	17
520	17
521	20
522	15
523	16
524	18
525	22
526	22
527	18
528	15
529	13
530	23
531	22
532	20
533	26
534	16
535	15
536	21
537	18
538	13
539	22
540	22
541	22
542	21
543	17
544	18
545	21
546	18
547	21
548	19
549	10
550	17
551	18
552	20
553	24
554	18
555	14
556	19
557	20
558	18
559	17
560	16
561	19
562	20
563	19
564	22
565	17
566	16
567	20
568	18
569	17
570	20
571	17
572	14
573	24
574	18
575	23
576	23
577	25
578	21
579	17
580	19
581	15
582	22
583	22
584	16
585	17
586	17
587	21
588	23
589	16
590	18
591	17
592	18
593	23
594	12
595	17
596	22
597	20
598	21
599	21
600	22
601	16
602	17
603	20
604	14
605	13
606	19
607	20
608	16
609	17
610	20
611	14
612	15
613	17
614	13
615	17
616	23
617	25
618	18
619	19
620	21
621	18
622	16
623	21
624	20
625	22
626	12
627	15
628	17
629	18
630	14
631	21
632	15
633	17
634	23
635	20
636	20
637	17
638	19
639	9
640	13
641	15
642	17
643	25
644	16
645	13
646	16
647	17
648	18
649	12
650	21
651	18
652	14
653	18
654	20
655	17
656	18
657	18
658	13
659	19
660	21
661	26
662	17
663	21
664	14
665	14
666	15
667	16
668	18
669	18
670	22
671	19
672	17
673	14
674	16
675	20
676	23
677	21
678	17
679	19
680	19
681	15
682	18
683	13
684	19
685	22
686	21
687	21
688	25
689	17
690	24
691	21
692	19
693	23
694	15
695	20
696	17
697	18
698	20
699	19
700	20
701	19
702	18
703	19
704	16
705	16
706	16
707	17
708	22
709	19
710	28
711	17
712	26
713	19
714	16
715	20
716	21
717	19
718	18
719	22
720	13
721	21
722	16
723	16
724	17
725	19
726	21
727	23
728	17
729	14
730	20
731	16
732	19
733	21
734	16
735	23
736	16
737	18
738	23
739	19
740	17
741	19
742	19
743	17
744	21
745	17
746	19
747	19
748	20
749	17
750	16
751	16
752	18
753	22
754	22
755	24
756	20
757	12
758	15
759	19
760	19
761	20
762	21
763	20
764	22
765	17
766	20
767	17
768	21
769	17
770	17
771	18
772	19
773	23
774	16
775	19
776	16
777	18
778	23
779	22
780	18
781	17
782	15
783	19
784	20
785	14
786	20
787	15
788	19
789	17
790	15
791	26
792	21
793	19
794	26
795	25
796	16
797	21
798	20
799	14
800	23
801	19
802	15
803	17
804	17
805	20
806	16
807	12
808	19
809	22
810	14
811	24
812	17
813	22
814	11
815	23
816	19
817	15
818	17
819	15
820	15
821	19
822	21
823	21
824	21
825	21
826	20
827	22
828	17
829	21
830	20
831	24
832	17
833	21
834	18
835	17
836	24
837	16
838	18
839	21
840	23
841	17
842	20
843	21
844	18
845	24
846	17
847	18
848	15
849	19
850	19
851	15
852	14
853	15
854	26
855	14
856	13
857	18
858	15
859	15
860	15
861	17
862	17
863	19
864	16
865	17
866	21
867	14
868	18
869	17
870	17
871	22
872	19
873	15
874	17
875	15
876	15
877	12
878	14
879	19
880	17
881	21
882	23
883	20
884	20
885	20
886	15
887	20
888	18
889	19
890	18
891	19
892	15
893	15
894	16
895	17
896	19
897	22
898	21
899	25
900	22
901	19
902	18
903	19
904	15
905	21
906	15
907	22
908	14
909	16
910	17
911	13
912	14
913	20
914	13
915	20
916	20
917	21
918	15
919	19
920	21
921	20
922	10
923	16
924	20
925	17
926	19
927	23
928	19
929	21
930	19
931	20
932	20
933	19
934	17
935	22
936	20
937	22
938	11
939	19
940	17
941	17
942	15
943	26
944	24
945	19
946	20
947	23
948	14
949	22
950	19
951	19
952	18
953	23
954	22
955	19
956	21
957	20
958	24
959	18
960	21
961	17
962	20
963	22
964	20
965	17
966	18
967	18
968	16
969	16
970	16
971	21
972	17
973	18
974	17
975	15
976	19
977	14
978	13
979	18
980	20
981	20
982	24
983	17
984	21
985	21
986	18
987	21
988	11
989	20
990	20
991	20
992	20
993	18
994	19
995	18
996	15
997	17
998	19
999	18
